userIdInt,recommendations
4505,"[{'189325': 4.17}, {'145022': 3.8}, {'133335': 3.52}, {'78162': 3.51}, {'51167': 3.5}, {'121374': 3.46}, {'142857': 3.39}, {'118930': 3.36}, {'84273': 3.36}, {'71027': 3.34}, {'31894': 3.3}, {'26520': 3.28}, {'133769': 3.25}, {'34435': 3.21}, {'157106': 3.21}]"
4506,"[{'145022': 4.87}, {'171749': 3.38}, {'173535': 3.26}, {'92498': 3.26}, {'189325': 3.23}, {'140769': 3.15}, {'192579': 3.14}, {'6673': 3.1}, {'96634': 3.1}, {'81665': 3.08}, {'26501': 3.05}, {'116839': 3.03}, {'162726': 3.0}, {'31107': 2.94}, {'86728': 2.93}]"
4507,"[{'189325': 2.83}, {'145022': 2.75}, {'115973': 2.26}, {'62206': 2.24}, {'60880': 2.24}, {'79236': 2.24}, {'117310': 2.24}, {'156783': 2.22}, {'7343': 2.21}, {'142857': 2.11}, {'560': 2.1}, {'171749': 2.08}, {'6342': 2.06}, {'149650': 2.06}, {'77344': 2.01}]"
4508,"[{'114895': 4.27}, {'136443': 4.11}, {'158322': 3.89}, {'114888': 3.82}, {'9019': 3.76}, {'48389': 3.62}, {'78111': 3.59}, {'93923': 3.47}, {'3625': 3.46}, {'145022': 3.42}, {'143353': 3.36}, {'45188': 3.3}, {'27217': 3.29}, {'100620': 3.28}, {'46194': 3.26}]"
4509,"[{'26157': 4.97}, {'144448': 4.63}, {'5700': 4.47}, {'160988': 3.94}, {'158322': 3.93}, {'78162': 3.92}, {'54171': 3.88}, {'97779': 3.81}, {'189325': 3.74}, {'26674': 3.73}, {'4434': 3.73}, {'2768': 3.65}, {'6969': 3.63}, {'135135': 3.63}, {'26761': 3.61}]"
4510,"[{'145022': 3.79}, {'189325': 3.23}, {'145994': 3.04}, {'48389': 2.93}, {'8462': 2.66}, {'157387': 2.64}, {'69803': 2.61}, {'7423': 2.61}, {'72899': 2.57}, {'25762': 2.57}, {'96687': 2.56}, {'5242': 2.56}, {'82320': 2.54}, {'140150': 2.54}, {'72035': 2.52}]"
4511,"[{'132569': 5.0}, {'27856': 5.0}, {'54198': 5.0}, {'31148': 5.27}, {'26117': 5.26}, {'71418': 5.14}, {'89961': 5.09}, {'114704': 5.03}, {'106870': 4.91}, {'4507': 4.88}, {'8142': 4.83}, {'8823': 4.78}, {'163941': 4.59}, {'3149': 4.57}, {'170591': 4.57}]"
4512,"[{'145022': 5.0}, {'173535': 4.96}, {'84407': 4.35}, {'132569': 4.31}, {'53453': 4.28}, {'89961': 4.22}, {'165069': 4.1}, {'171749': 4.03}, {'145140': 3.93}, {'160990': 3.9}, {'27779': 3.89}, {'7181': 3.89}, {'7343': 3.79}, {'143349': 3.77}, {'1071': 3.75}]"
4513,"[{'1664': 4.09}, {'9019': 3.58}, {'111320': 3.56}, {'147726': 3.5}, {'42740': 3.48}, {'54198': 3.45}, {'6456': 3.43}, {'7343': 3.38}, {'116191': 3.38}, {'31038': 3.37}, {'56511': 3.34}, {'93649': 3.33}, {'90939': 3.31}, {'35386': 3.28}, {'79994': 3.27}]"
4514,"[{'189325': 5.1}, {'6119': 5.06}, {'5182': 4.93}, {'7457': 4.9}, {'114895': 4.78}, {'83506': 4.71}, {'96004': 4.69}, {'985': 4.66}, {'7490': 4.63}, {'78162': 4.53}, {'54185': 4.53}, {'145022': 4.49}, {'69075': 4.39}, {'7948': 4.39}, {'7341': 4.38}]"
4515,"[{'145022': 5.0}, {'142857': 4.12}, {'82591': 3.99}, {'71027': 3.93}, {'4538': 3.87}, {'26593': 3.74}, {'60356': 3.72}, {'31894': 3.71}, {'103022': 3.69}, {'192579': 3.67}, {'58870': 3.66}, {'101262': 3.62}, {'76158': 3.58}, {'109423': 3.56}, {'96634': 3.52}]"
4516,"[{'26761': 5.0}, {'145022': 5.13}, {'175165': 5.03}, {'7341': 4.63}, {'26593': 4.59}, {'4538': 4.57}, {'156783': 4.44}, {'107083': 4.41}, {'165069': 4.4}, {'59105': 4.38}, {'189325': 4.38}, {'4668': 4.36}, {'145028': 4.31}, {'140160': 4.22}, {'132569': 4.2}]"
4517,"[{'145022': 5.15}, {'189325': 4.89}, {'173351': 3.89}, {'5037': 3.73}, {'83506': 3.48}, {'96687': 3.3}, {'78544': 3.3}, {'1026': 3.26}, {'7405': 3.26}, {'172583': 3.25}, {'142857': 3.24}, {'80181': 3.22}, {'99143': 3.15}, {'54185': 3.15}, {'68612': 3.12}]"
4518,"[{'145022': 4.11}, {'81665': 3.61}, {'96634': 3.59}, {'31107': 3.55}, {'146360': 3.54}, {'162726': 3.48}, {'92498': 3.45}, {'6342': 3.4}, {'140769': 3.33}, {'8680': 3.25}, {'34314': 3.24}, {'47907': 3.16}, {'27096': 3.12}, {'71116': 3.11}, {'44421': 3.1}]"
4519,"[{'189325': 3.22}, {'145022': 2.78}, {'98065': 2.56}, {'26219': 2.55}, {'5783': 2.52}, {'170939': 2.5}, {'34246': 2.49}, {'146684': 2.49}, {'26717': 2.49}, {'134109': 2.48}, {'153756': 2.46}, {'97648': 2.46}, {'60880': 2.44}, {'62206': 2.44}, {'79236': 2.44}]"
4520,"[{'31148': 3.86}, {'5465': 3.85}, {'1664': 3.82}, {'34246': 3.8}, {'33264': 3.67}, {'61937': 3.55}, {'5024': 3.52}, {'89961': 3.51}, {'6456': 3.49}, {'135625': 3.49}, {'871': 3.48}, {'90933': 3.46}, {'26219': 3.44}, {'111680': 3.38}, {'90939': 3.38}]"
4521,"[{'89862': 4.25}, {'170939': 4.2}, {'33410': 4.14}, {'985': 4.07}, {'81725': 4.02}, {'8421': 3.98}, {'139106': 3.98}, {'77293': 3.96}, {'5783': 3.87}, {'157387': 3.86}, {'7885': 3.79}, {'7879': 3.74}, {'134109': 3.74}, {'165343': 3.73}, {'56167': 3.73}]"
4522,"[{'6563': 5.0}, {'27513': 5.31}, {'2768': 5.0}, {'166777': 4.99}, {'84799': 4.78}, {'5537': 4.66}, {'7168': 4.63}, {'32009': 4.6}, {'67957': 4.49}, {'31705': 4.45}, {'174219': 4.45}, {'72784': 4.44}, {'27223': 4.42}, {'5024': 4.37}, {'40752': 4.34}]"
4523,"[{'192579': 2.86}, {'140150': 2.81}, {'108575': 2.59}, {'58933': 2.59}, {'98126': 2.57}, {'67812': 2.57}, {'60135': 2.57}, {'145022': 2.56}, {'157387': 2.56}, {'89862': 2.54}, {'155285': 2.53}, {'155625': 2.53}, {'167964': 2.53}, {'48167': 2.5}, {'61037': 2.47}]"
4524,"[{'189325': 3.5}, {'67812': 3.16}, {'34246': 3.04}, {'68835': 3.04}, {'39410': 2.97}, {'105364': 2.95}, {'49668': 2.95}, {'100194': 2.94}, {'70175': 2.93}, {'146327': 2.93}, {'47277': 2.92}, {'7578': 2.92}, {'61628': 2.89}, {'1555': 2.89}, {'111680': 2.88}]"
4525,"[{'65359': 5.0}, {'5467': 5.0}, {'151769': 5.0}, {'33410': 5.11}, {'5626': 5.1}, {'106158': 5.02}, {'27320': 4.99}, {'5783': 4.86}, {'7879': 4.85}, {'61264': 4.84}, {'89862': 4.82}, {'133335': 4.81}, {'63481': 4.7}, {'112655': 4.61}, {'146244': 4.5}]"
4526,"[{'189325': 3.64}, {'146684': 3.5}, {'25797': 3.46}, {'65315': 3.42}, {'5911': 3.29}, {'137759': 3.29}, {'142861': 3.28}, {'6511': 3.28}, {'142857': 3.27}, {'133716': 3.25}, {'151769': 3.21}, {'3229': 3.19}, {'89139': 3.18}, {'114082': 3.18}, {'60135': 3.17}]"
4527,"[{'7921': 5.09}, {'145022': 4.91}, {'136588': 4.65}, {'86096': 4.52}, {'3609': 4.34}, {'25762': 4.3}, {'58870': 4.26}, {'7423': 4.26}, {'138952': 4.18}, {'25966': 4.17}, {'168910': 4.16}, {'78247': 4.16}, {'151769': 4.15}, {'154816': 4.12}, {'165219': 4.07}]"
4528,"[{'189325': 3.32}, {'145022': 3.09}, {'3229': 2.85}, {'142857': 2.78}, {'51167': 2.76}, {'115965': 2.7}, {'6511': 2.67}, {'108518': 2.64}, {'146684': 2.59}, {'91707': 2.54}, {'62206': 2.52}, {'60880': 2.52}, {'79236': 2.52}, {'142861': 2.51}, {'6258': 2.5}]"
4529,"[{'144448': 3.99}, {'59832': 3.94}, {'158322': 3.82}, {'119565': 3.81}, {'31894': 3.66}, {'26157': 3.63}, {'169164': 3.49}, {'133199': 3.4}, {'96634': 3.4}, {'5727': 3.37}, {'107117': 3.37}, {'105130': 3.34}, {'4434': 3.34}, {'7892': 3.33}, {'139106': 3.31}]"
4530,"[{'26219': 3.19}, {'107999': 2.9}, {'34246': 2.76}, {'49123': 2.76}, {'26117': 2.7}, {'97648': 2.67}, {'27112': 2.67}, {'145022': 2.63}, {'8142': 2.63}, {'96687': 2.62}, {'80181': 2.56}, {'128542': 2.55}, {'84160': 2.55}, {'8680': 2.53}, {'149130': 2.51}]"
4531,"[{'189325': 3.15}, {'8462': 2.85}, {'5465': 2.79}, {'145022': 2.79}, {'188187': 2.78}, {'1555': 2.77}, {'6563': 2.69}, {'60880': 2.54}, {'62206': 2.54}, {'79236': 2.54}, {'1664': 2.54}, {'87279': 2.54}, {'7578': 2.53}, {'166777': 2.53}, {'560': 2.52}]"
4532,"[{'4739': 3.58}, {'189325': 3.25}, {'87115': 3.04}, {'55106': 2.99}, {'114875': 2.96}, {'173735': 2.92}, {'89386': 2.9}, {'133335': 2.9}, {'77731': 2.83}, {'154816': 2.82}, {'7928': 2.79}, {'89139': 2.77}, {'171751': 2.77}, {'170591': 2.74}, {'130996': 2.74}]"
4533,"[{'189325': 3.72}, {'145022': 3.42}, {'142857': 2.78}, {'62206': 2.75}, {'79236': 2.75}, {'60880': 2.75}, {'71027': 2.72}, {'51167': 2.71}, {'91970': 2.64}, {'27093': 2.63}, {'139636': 2.63}, {'173275': 2.62}, {'158832': 2.62}, {'7928': 2.61}, {'83006': 2.6}]"
4534,"[{'82591': 5.15}, {'188625': 4.69}, {'70175': 4.63}, {'55856': 4.44}, {'5467': 4.41}, {'151769': 4.4}, {'133335': 4.35}, {'7879': 4.11}, {'108085': 4.06}, {'175625': 4.04}, {'55298': 3.98}, {'34411': 3.92}, {'173427': 3.92}, {'77841': 3.91}, {'71027': 3.84}]"
4535,"[{'26157': 5.0}, {'5727': 5.0}, {'26761': 5.0}, {'61357': 5.0}, {'144448': 5.0}, {'8635': 5.35}, {'119565': 5.28}, {'31909': 5.23}, {'132954': 5.21}, {'7958': 5.21}, {'110858': 5.11}, {'169814': 5.0}, {'3464': 4.99}, {'6302': 4.93}, {'110380': 4.89}]"
4536,"[{'174219': 5.0}, {'167532': 5.0}, {'96009': 5.0}, {'174169': 5.27}, {'174353': 5.27}, {'174255': 5.27}, {'171469': 5.26}, {'165397': 5.26}, {'59832': 5.25}, {'49225': 5.24}, {'127192': 5.21}, {'174265': 5.06}, {'4137': 4.91}, {'1652': 4.87}, {'6563': 4.81}]"
4537,"[{'145022': 4.07}, {'32811': 3.31}, {'189325': 3.26}, {'142857': 3.25}, {'108518': 2.87}, {'138680': 2.85}, {'127154': 2.85}, {'51167': 2.81}, {'84160': 2.8}, {'134704': 2.78}, {'85298': 2.78}, {'71027': 2.74}, {'118252': 2.74}, {'86576': 2.72}, {'107625': 2.71}]"
4538,"[{'189325': 3.64}, {'145022': 2.98}, {'5842': 2.63}, {'43289': 2.51}, {'1514': 2.49}, {'8421': 2.46}, {'188751': 2.46}, {'76758': 2.43}, {'84122': 2.35}, {'4838': 2.34}, {'5783': 2.34}, {'96687': 2.34}, {'142857': 2.3}, {'84160': 2.3}, {'3625': 2.29}]"
4539,"[{'145022': 4.9}, {'189325': 3.79}, {'142857': 3.29}, {'4538': 3.24}, {'171749': 3.02}, {'71027': 2.93}, {'165069': 2.92}, {'192579': 2.89}, {'173535': 2.82}, {'118252': 2.81}, {'190089': 2.81}, {'49668': 2.8}, {'105364': 2.78}, {'145140': 2.74}, {'52170': 2.72}]"
4540,"[{'8421': 5.0}, {'71116': 5.0}, {'8996': 5.36}, {'121155': 5.24}, {'162726': 5.16}, {'173535': 5.13}, {'27646': 4.93}, {'7437': 4.88}, {'145140': 4.82}, {'27827': 4.8}, {'106561': 4.8}, {'27658': 4.77}, {'188751': 4.73}, {'71182': 4.71}, {'101262': 4.71}]"
4541,"[{'6342': 4.98}, {'84230': 4.63}, {'140769': 4.58}, {'136249': 4.56}, {'71116': 4.2}, {'162726': 4.18}, {'1903': 4.16}, {'132358': 4.05}, {'5216': 4.04}, {'27646': 3.94}, {'127188': 3.94}, {'116839': 3.91}, {'49225': 3.87}, {'192579': 3.77}, {'143237': 3.74}]"
4542,"[{'89961': 3.94}, {'34246': 3.87}, {'133769': 3.73}, {'26757': 3.69}, {'1543': 3.68}, {'115965': 3.67}, {'3229': 3.62}, {'170939': 3.61}, {'100306': 3.61}, {'33264': 3.5}, {'146360': 3.48}, {'6342': 3.48}, {'81059': 3.42}, {'4192': 3.37}, {'146684': 3.35}]"
4543,"[{'5783': 3.99}, {'143239': 3.81}, {'67812': 3.81}, {'5939': 3.65}, {'43289': 3.45}, {'27320': 3.45}, {'189325': 3.44}, {'101893': 3.44}, {'873': 3.36}, {'58870': 3.36}, {'151769': 3.3}, {'86624': 3.29}, {'98126': 3.29}, {'92122': 3.28}, {'47150': 3.28}]"
4544,"[{'188751': 4.48}, {'5842': 4.35}, {'127192': 4.34}, {'3625': 4.27}, {'42740': 4.11}, {'154941': 3.91}, {'8421': 3.73}, {'70229': 3.71}, {'48167': 3.66}, {'155832': 3.57}, {'185951': 3.53}, {'173017': 3.52}, {'98755': 3.5}, {'140809': 3.47}, {'141676': 3.46}]"
4545,"[{'145022': 4.27}, {'3625': 4.15}, {'136443': 3.9}, {'5484': 3.83}, {'48167': 3.74}, {'8421': 3.73}, {'170959': 3.72}, {'188751': 3.67}, {'117310': 3.66}, {'45188': 3.64}, {'127192': 3.58}, {'5842': 3.57}, {'5223': 3.57}, {'132146': 3.54}, {'185951': 3.5}]"
4546,"[{'189325': 3.22}, {'142857': 2.81}, {'76158': 2.71}, {'2768': 2.66}, {'98595': 2.52}, {'3106': 2.5}, {'71027': 2.49}, {'96009': 2.47}, {'60880': 2.47}, {'62206': 2.47}, {'79236': 2.47}, {'52865': 2.45}, {'4260': 2.45}, {'173275': 2.44}, {'151767': 2.44}]"
4547,"[{'145022': 3.8}, {'189325': 3.52}, {'142857': 2.58}, {'71027': 2.56}, {'62206': 2.39}, {'79236': 2.39}, {'60880': 2.39}, {'4538': 2.34}, {'98595': 2.33}, {'27093': 2.3}, {'142861': 2.28}, {'158832': 2.26}, {'59799': 2.22}, {'7928': 2.22}, {'32811': 2.2}]"
4548,"[{'69075': 3.72}, {'3335': 3.51}, {'171631': 3.49}, {'78544': 3.49}, {'8238': 3.41}, {'32851': 3.34}, {'26157': 3.32}, {'5868': 3.3}, {'61678': 3.29}, {'26479': 3.29}, {'44073': 3.28}, {'63458': 3.24}, {'83506': 3.24}, {'5700': 3.23}, {'143239': 3.17}]"
4549,"[{'1052': 5.19}, {'142811': 5.08}, {'162726': 5.01}, {'116191': 4.78}, {'26417': 4.75}, {'54171': 4.46}, {'59382': 4.36}, {'155832': 4.32}, {'93193': 4.28}, {'5624': 4.26}, {'167532': 4.26}, {'26582': 4.25}, {'174219': 4.25}, {'91035': 4.24}, {'115965': 4.2}]"
4550,"[{'8421': 5.29}, {'145994': 5.25}, {'5842': 5.2}, {'188751': 5.12}, {'54198': 5.04}, {'76758': 4.68}, {'173735': 4.49}, {'163941': 4.4}, {'48501': 4.38}, {'3625': 4.27}, {'6846': 4.22}, {'140809': 4.2}, {'26139': 4.14}, {'123200': 4.13}, {'94837': 4.12}]"
4551,"[{'78162': 5.26}, {'51167': 5.25}, {'3335': 4.68}, {'5982': 4.59}, {'26157': 4.55}, {'34435': 4.45}, {'85298': 4.45}, {'26914': 4.42}, {'7697': 4.41}, {'143239': 4.37}, {'26080': 4.34}, {'5700': 4.3}, {'97779': 4.25}, {'36086': 4.23}, {'8991': 4.23}]"
4552,"[{'107117': 4.41}, {'96634': 4.33}, {'139106': 4.25}, {'5727': 4.24}, {'170939': 4.08}, {'49225': 4.07}, {'54171': 3.97}, {'169164': 3.9}, {'91035': 3.83}, {'146684': 3.82}, {'133199': 3.8}, {'162726': 3.78}, {'26157': 3.77}, {'107737': 3.74}, {'133769': 3.74}]"
4553,"[{'189325': 3.86}, {'145022': 3.39}, {'5783': 3.17}, {'62206': 2.91}, {'79236': 2.91}, {'60880': 2.91}, {'27320': 2.87}, {'91970': 2.79}, {'26219': 2.79}, {'25947': 2.73}, {'27093': 2.72}, {'158832': 2.71}, {'72899': 2.7}, {'59799': 2.7}, {'61037': 2.7}]"
4554,"[{'145022': 3.33}, {'189325': 3.24}, {'7343': 2.97}, {'54171': 2.97}, {'44421': 2.89}, {'144448': 2.87}, {'149650': 2.85}, {'188307': 2.85}, {'26761': 2.83}, {'140769': 2.81}, {'96634': 2.81}, {'26157': 2.78}, {'114760': 2.77}, {'46194': 2.75}, {'98697': 2.71}]"
4555,"[{'145022': 4.67}, {'173535': 3.56}, {'96634': 3.29}, {'4538': 3.25}, {'189325': 3.11}, {'171749': 3.05}, {'145140': 2.96}, {'165069': 2.93}, {'162726': 2.9}, {'27779': 2.89}, {'95628': 2.88}, {'190089': 2.85}, {'97828': 2.83}, {'89632': 2.82}, {'65235': 2.78}]"
4556,"[{'145022': 4.82}, {'189325': 4.01}, {'142857': 3.74}, {'71027': 3.5}, {'145140': 3.43}, {'4538': 3.36}, {'71182': 3.32}, {'171749': 3.3}, {'118252': 3.27}, {'162726': 3.25}, {'121374': 3.21}, {'32811': 3.2}, {'160990': 3.18}, {'76158': 3.14}, {'44421': 3.12}]"
4557,"[{'6342': 4.48}, {'84230': 4.28}, {'71116': 4.09}, {'162726': 3.79}, {'136249': 3.78}, {'140769': 3.73}, {'47117': 3.72}, {'1903': 3.71}, {'27646': 3.55}, {'46770': 3.48}, {'134378': 3.46}, {'5216': 3.38}, {'112903': 3.36}, {'170939': 3.33}, {'77841': 3.33}]"
4558,"[{'144448': 4.65}, {'26157': 4.13}, {'142857': 3.69}, {'107117': 3.65}, {'105130': 3.64}, {'51167': 3.63}, {'96634': 3.55}, {'146684': 3.55}, {'145022': 3.53}, {'132632': 3.52}, {'54171': 3.51}, {'6258': 3.51}, {'169164': 3.48}, {'3670': 3.42}, {'103022': 3.41}]"
4559,"[{'145022': 3.58}, {'189325': 3.56}, {'105130': 3.48}, {'78162': 3.27}, {'89862': 3.2}, {'59295': 3.14}, {'185951': 3.13}, {'31894': 3.12}, {'142857': 3.07}, {'144448': 3.02}, {'61037': 2.98}, {'114627': 2.95}, {'68874': 2.95}, {'51354': 2.93}, {'58870': 2.9}]"
4560,"[{'108518': 4.79}, {'6511': 4.29}, {'32811': 4.11}, {'142857': 3.95}, {'5982': 3.94}, {'189325': 3.86}, {'58324': 3.63}, {'7697': 3.61}, {'142861': 3.61}, {'143239': 3.51}, {'26080': 3.5}, {'26674': 3.45}, {'89139': 3.44}, {'43289': 3.43}, {'86096': 3.42}]"
4561,"[{'145022': 3.79}, {'189325': 3.48}, {'39410': 3.34}, {'26219': 3.3}, {'1555': 3.03}, {'34246': 3.0}, {'148474': 2.96}, {'86574': 2.95}, {'61937': 2.89}, {'188187': 2.86}, {'47277': 2.85}, {'25947': 2.83}, {'173351': 2.8}, {'3229': 2.79}, {'8462': 2.78}]"
4562,"[{'145022': 3.94}, {'189325': 3.42}, {'31032': 3.41}, {'79987': 3.09}, {'55106': 3.06}, {'48389': 2.9}, {'61628': 2.89}, {'172793': 2.89}, {'4538': 2.86}, {'51402': 2.82}, {'5953': 2.81}, {'141826': 2.76}, {'106906': 2.74}, {'157881': 2.7}, {'89632': 2.68}]"
4563,"[{'189325': 3.71}, {'145022': 3.33}, {'188187': 2.85}, {'142857': 2.83}, {'560': 2.79}, {'26809': 2.71}, {'62206': 2.67}, {'60880': 2.67}, {'79236': 2.67}, {'49668': 2.64}, {'84122': 2.63}, {'53853': 2.62}, {'70229': 2.6}, {'139636': 2.6}, {'91970': 2.57}]"
4564,"[{'145022': 5.37}, {'173535': 4.88}, {'9019': 4.63}, {'4668': 4.39}, {'71418': 4.17}, {'189325': 4.07}, {'170024': 4.02}, {'39244': 4.01}, {'985': 3.98}, {'132569': 3.93}, {'27217': 3.92}, {'107083': 3.91}, {'7341': 3.86}, {'1861': 3.85}, {'79677': 3.81}]"
4565,"[{'59832': 4.01}, {'144448': 3.79}, {'145022': 3.69}, {'49225': 3.6}, {'68028': 3.59}, {'76158': 3.55}, {'103022': 3.48}, {'146684': 3.45}, {'96634': 3.42}, {'192579': 3.41}, {'60356': 3.35}, {'55856': 3.34}, {'71027': 3.33}, {'107117': 3.31}, {'89632': 3.3}]"
4566,"[{'145022': 4.52}, {'192579': 4.4}, {'171749': 3.3}, {'190089': 3.27}, {'127188': 3.24}, {'1434': 3.13}, {'113190': 3.1}, {'5216': 3.08}, {'60014': 3.07}, {'132358': 3.03}, {'116839': 2.98}, {'162726': 2.98}, {'145140': 2.97}, {'66339': 2.95}, {'173535': 2.95}]"
4567,"[{'145022': 3.82}, {'89961': 3.82}, {'34246': 3.76}, {'3229': 3.64}, {'189325': 3.63}, {'33264': 3.59}, {'26757': 3.52}, {'9019': 3.4}, {'81059': 3.2}, {'8391': 3.17}, {'26219': 3.16}, {'1543': 3.15}, {'136445': 3.12}, {'173351': 3.11}, {'142450': 3.1}]"
4568,"[{'143239': 5.0}, {'5939': 5.0}, {'2216': 5.0}, {'8238': 5.0}, {'101893': 5.0}, {'6121': 5.0}, {'49668': 5.0}, {'32381': 5.0}, {'44073': 5.0}, {'142857': 5.0}, {'98126': 5.0}, {'2591': 5.0}, {'85298': 5.0}, {'5982': 5.0}, {'33487': 5.0}]"
4569,"[{'58870': 4.69}, {'5939': 4.61}, {'142857': 4.44}, {'145022': 4.35}, {'61037': 4.26}, {'105130': 3.97}, {'27320': 3.83}, {'89584': 3.81}, {'189325': 3.8}, {'71027': 3.79}, {'103022': 3.76}, {'86096': 3.76}, {'102396': 3.71}, {'82591': 3.71}, {'168910': 3.66}]"
4570,"[{'4739': 4.51}, {'101262': 4.41}, {'96009': 4.38}, {'52865': 4.33}, {'4137': 4.02}, {'49225': 3.81}, {'119563': 3.78}, {'76158': 3.74}, {'136443': 3.73}, {'411': 3.72}, {'59832': 3.69}, {'145994': 3.66}, {'135290': 3.64}, {'151767': 3.61}, {'51187': 3.6}]"
4571,"[{'166777': 5.0}, {'6563': 5.28}, {'27513': 5.11}, {'8867': 4.83}, {'161240': 4.59}, {'53349': 4.56}, {'67957': 4.46}, {'150602': 4.37}, {'2775': 4.27}, {'44073': 4.25}, {'170959': 4.25}, {'26803': 4.24}, {'27223': 4.22}, {'48165': 4.21}, {'40226': 4.19}]"
4572,"[{'26761': 5.0}, {'175165': 4.86}, {'57706': 4.84}, {'50183': 4.82}, {'5813': 4.77}, {'145028': 4.75}, {'68482': 4.73}, {'110380': 4.72}, {'133716': 4.62}, {'104321': 4.61}, {'6511': 4.6}, {'32352': 4.53}, {'2569': 4.5}, {'3242': 4.45}, {'5727': 4.37}]"
4573,"[{'127188': 3.38}, {'167964': 3.33}, {'192579': 3.25}, {'5467': 3.22}, {'27320': 3.1}, {'25797': 3.07}, {'180737': 3.06}, {'190089': 2.99}, {'173427': 2.98}, {'67812': 2.92}, {'92122': 2.86}, {'147372': 2.85}, {'39410': 2.85}, {'137759': 2.85}, {'155285': 2.84}]"
4574,"[{'189325': 3.38}, {'145022': 3.15}, {'98126': 2.68}, {'873': 2.6}, {'5783': 2.57}, {'47117': 2.55}, {'54986': 2.54}, {'7343': 2.51}, {'131252': 2.48}, {'8238': 2.48}, {'84230': 2.48}, {'49668': 2.47}, {'145140': 2.45}, {'26809': 2.45}, {'60880': 2.44}]"
4575,"[{'89862': 4.39}, {'44073': 4.16}, {'166777': 4.13}, {'71728': 3.86}, {'8867': 3.78}, {'31032': 3.73}, {'157387': 3.69}, {'119565': 3.65}, {'503': 3.55}, {'140150': 3.49}, {'6843': 3.43}, {'6563': 3.41}, {'145384': 3.31}, {'5024': 3.22}, {'25762': 3.19}]"
4576,"[{'189325': 3.47}, {'145022': 3.37}, {'156783': 3.21}, {'142857': 3.19}, {'188187': 3.19}, {'26803': 3.02}, {'171749': 3.0}, {'192579': 3.0}, {'102007': 2.97}, {'117430': 2.94}, {'174219': 2.93}, {'96009': 2.9}, {'95670': 2.87}, {'49225': 2.85}, {'60880': 2.84}]"
4577,"[{'26761': 5.0}, {'7343': 4.93}, {'132569': 4.63}, {'98697': 4.5}, {'114873': 4.25}, {'145028': 4.15}, {'149650': 4.1}, {'7341': 4.09}, {'55566': 4.08}, {'135135': 3.96}, {'156783': 3.88}, {'69809': 3.87}, {'189325': 3.85}, {'9019': 3.8}, {'84122': 3.8}]"
4578,"[{'6673': 4.27}, {'86728': 4.14}, {'27096': 3.8}, {'5778': 3.79}, {'872': 3.58}, {'1664': 3.56}, {'1052': 3.55}, {'89961': 3.48}, {'8698': 3.45}, {'93320': 3.4}, {'31148': 3.35}, {'26417': 3.35}, {'92498': 3.35}, {'65310': 3.34}, {'146360': 3.32}]"
4579,"[{'189325': 3.08}, {'145022': 3.08}, {'39410': 2.9}, {'65315': 2.8}, {'1555': 2.79}, {'142857': 2.75}, {'86096': 2.74}, {'49668': 2.62}, {'47150': 2.61}, {'92122': 2.6}, {'25797': 2.6}, {'136588': 2.56}, {'25966': 2.55}, {'151769': 2.54}, {'71027': 2.53}]"
4580,"[{'31032': 2.2}, {'3229': 1.95}, {'141826': 1.8}, {'136956': 1.67}, {'5953': 1.66}, {'5982': 1.63}, {'145022': 1.62}, {'27738': 1.59}, {'80502': 1.58}, {'32381': 1.57}, {'33487': 1.57}, {'91821': 1.55}, {'57706': 1.54}, {'9013': 1.53}, {'25818': 1.53}]"
4581,"[{'60135': 2.15}, {'82591': 2.08}, {'89862': 2.03}, {'31894': 1.98}, {'55298': 1.96}, {'5939': 1.93}, {'61264': 1.91}, {'7879': 1.87}, {'82157': 1.86}, {'77841': 1.85}, {'77210': 1.85}, {'58870': 1.84}, {'69075': 1.84}, {'27320': 1.84}, {'5783': 1.82}]"
4582,"[{'2768': 3.79}, {'189325': 3.67}, {'144448': 3.29}, {'119565': 3.16}, {'142861': 3.12}, {'26674': 3.07}, {'76758': 3.07}, {'160988': 3.07}, {'158322': 3.05}, {'2685': 3.04}, {'123200': 3.03}, {'4982': 2.99}, {'51167': 2.97}, {'142374': 2.94}, {'43289': 2.94}]"
4583,"[{'192579': 5.0}, {'2299': 5.0}, {'127188': 5.31}, {'26096': 4.51}, {'143349': 4.48}, {'156783': 4.42}, {'116839': 4.39}, {'91707': 4.39}, {'25797': 4.38}, {'142857': 4.37}, {'1434': 4.37}, {'6258': 4.32}, {'4538': 4.3}, {'136249': 4.3}, {'26228': 4.29}]"
4584,"[{'26761': 5.0}, {'50183': 5.0}, {'2569': 5.0}, {'145028': 5.0}, {'57706': 5.0}, {'104321': 5.0}, {'7341': 5.0}, {'25782': 5.0}, {'3242': 5.0}, {'4948': 5.0}, {'26096': 5.25}, {'39244': 5.14}, {'172009': 5.1}, {'143349': 5.07}, {'42053': 5.02}]"
4585,"[{'162726': 5.34}, {'2299': 5.21}, {'6312': 5.09}, {'143237': 4.79}, {'6342': 4.78}, {'116839': 4.77}, {'96634': 4.75}, {'140769': 4.68}, {'7181': 4.66}, {'71116': 4.66}, {'84230': 4.62}, {'34469': 4.59}, {'145022': 4.58}, {'145140': 4.51}, {'182913': 4.44}]"
